text,sentiment
feel exhausted want taken care,0
feel pressured write pressure write least ingrained,0
feel like regained another vital part life living,1
lovely nesty feeling looking cute teeny weeny clothing,1
feel like nothing stop sometimes feel like defeated,0
find hard feel jolly throngs people around lost fervor getting stuff cant see heart green wallet encouraged constant barrage pressure every angle shop buy,1
feel confident blessed children lords timing,1
feel even disturbed happened prior going sleep,0
hope feel incredibly cool,1
feel pencil skirts elegant look best paired simply minimal colours complement chic structured design,1
feel like important keep taking critical look ideas like make sure stay grounded reality,1
often feel disillusioned look upon test test character,0
feeling kind dumb admitting gloating fact,0
feeling playful already,1
feel horribly restless,0
still little floor workout otherwise feel antsy cranky,0
took granted weeks ago really weird makes feel really agitated frustrated,0
feel agitated,0
feel inspired motivation passion wanted share href http,1
counsel people abusive relationships prided understanding feel supportive resource get,1
feeling dissatisfied several times,0
feel unfortunate community little weeks evaluate solution prior drastic way stop proposal coming vote public works,0
feel need explain thoughts ways clever funny maybe even insightful,1
got home dinner barcial fun made feel gloomy,0
feel gentle tap shoulder,1
think affects much results back one biggest flaws feeling enough pretty enough smart enough name,1
use level would make job feel worthwhile season basically half long,1
ill explain two simple techniques use almost instantly feel relief aching pain,0
feel unfortunate mister magnum sounds cheers travelling well long periods race,0
beginning feel way around systems impressed overall level automation control goes making memset,1
feel like held firmly loving arms surrounded wide circle people going let fall,1
feel somewhat hopeful things,1
wouldnt beared witness incredibly well spoken bouncer making emo kid feel completely unwelcome,0
feeling distressed,0
dont know feel mellow normal good,1
hoped feel weakness bothered every song every joke hear,0
know bigger kids dont take granted shell turn smarter average kid feel need tell shes smart,1
stop consider meal come time feeling virtuous every time sit eat,1
guess phrase dumps comes try think something mildly upsetting sort negative emotion perhaps stuck traffic something news morning made feel bit grumpy,0
afraid environment makes feel relaxed cause,1
dont really know ive also feeling really rebellious,0
enjoyed experienced entranced none point ever made feel experience devoted,1
still feeling numb cant feel chewing swallowing food,0
feel like make suffering seeing mean something,0
strange dream last night woke today feeling bit shaken,0
feel bit rude writing elderly gentleman ask gifts feel bit greedy christmas mild greed,0
wasnt self conscious atrocious singing think tempted break whenever colleague feeling defeated,0
feel hated cempaka,0
feel like leads gentle kind,1
feel like noticeably inhibited lot things,0
feel like heartless bitch didnt share anybody,0
feeling reluctant whole day today thing feel like sticking ass benches ground heart heart talks favs staring space nothing,0
nursing major made great friends longer feeling homesick,0
really want someone hold kiss make feel loved safe,1
important going fun ipad strategy games original boots ugg wear ugg boots winter low cost ugg boots uggs need get washed inside also lightweight feel burdened speed finances payday loans payday loans monthly solution,0
appalled feel violent toward another human,0
get feel virtuous something like whip cloth napkin reusable shopping bag,1
feel dirty crash cars style background color white color font family georgia times new roman times serif font size line height,0
feel agitated sort lost,0
able let passion present little paintings help feel reassured let dreams creativity die href,1
walk away feeling dissatisfied like waited caffeine hit get decaf,0
teenager people feel need make sarcastic bitchy comments kindly fuck,0
wonder feels like dont care stop caring,1
didnt feel threatened concerned really wasnt entirely happy situation either perhaps instinctively usually quite prepared even pleased speak passer,0
feel like half time dont show affection interest anyone outside little circle comfort sincere response guaranteed,1
